Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
cosmetic-interior-painting,Interior Painting Service,"<p>Professional interior painting service with premium coastal-grade paint designed for Florida's unique climate. Includes surface preparation, primer application, and two coats of high-quality paint. Perfect for refreshing any room in your home.</p>",First Coast Home Remodeling,Business & Industrial > Construction > Building Materials & Supplies,Cosmetic Remodeling,"Painting, Interior, Hands-On, Coastal",TRUE,Room Type,Single Room,Size,Small (Up to 150 sq ft),,,CR_PAINT_INT_SM,0,,999,continue,manual,850,,FALSE,TRUE,CR001001,,,Professional interior painting service,FALSE,Interior Painting Service - Single Room Small | First Coast Home Remodeling,Expert interior painting with coastal-grade materials for Florida homes.,2895,unisex,adult,CR001001,new,TRUE,,lb,,,TRUE,850,,TRUE,850,,active
cosmetic-interior-painting,,,,,,,,,Single Room,,Medium (151-300 sq ft),,,CR_PAINT_INT_MD,0,,999,continue,manual,1350,,FALSE,TRUE,CR001002,,,,,,,,,,,,,lb,,,,,,,,,
cosmetic-interior-painting,,,,,,,,,Single Room,,Large (301-500 sq ft),,,CR_PAINT_INT_LG,0,,999,continue,manual,2200,,FALSE,TRUE,CR001003,,,,,,,,,,,,,lb,,,,,,,,,
cosmetic-interior-painting,,,,,,,,,Multiple Rooms,,2-3 Rooms,,,CR_PAINT_INT_MLT,0,,999,continue,manual,3500,,FALSE,TRUE,CR001004,,,,,,,,,,,,,lb,,,,,,,,,
cosmetic-exterior-painting,Exterior Painting Service,"<p>Complete exterior painting service using weather-resistant, hurricane-grade paint specifically formulated for coastal conditions. Includes pressure washing, surface repair, primer, and two coats of premium exterior paint.</p>",First Coast Home Remodeling,Business & Industrial > Construction > Building Materials & Supplies,Cosmetic Remodeling,"Painting, Exterior, Hands-On, Hurricane-Resistant",TRUE,Property Type,Single Story Home,Size,Small (Under 1500 sq ft),,,CR_PAINT_EXT_SS,0,,999,continue,manual,3500,,FALSE,TRUE,CR002001,,,Exterior painting with hurricane-grade materials,FALSE,Exterior Painting Service - Hurricane Resistant | First Coast Home Remodeling,Professional exterior painting with coastal-grade materials designed for Florida weather.,2895,unisex,adult,CR002001,new,TRUE,,lb,,,TRUE,3500,,TRUE,3500,,active
cosmetic-exterior-painting,,,,,,,,,Single Story Home,,Medium (1500-2500 sq ft),,,CR_PAINT_EXT_SM,0,,999,continue,manual,5200,,FALSE,TRUE,CR002002,,,,,,,,,,,,,lb,,,,,,,,,
cosmetic-exterior-painting,,,,,,,,,Two Story Home,,Medium (1500-2500 sq ft),,,CR_PAINT_EXT_TM,0,,999,continue,manual,7800,,FALSE,TRUE,CR002003,,,,,,,,,,,,,lb,,,,,,,,,
cosmetic-exterior-painting,,,,,,,,,Two Story Home,,Large (2500+ sq ft),,,CR_PAINT_EXT_TL,0,,999,continue,manual,12500,,FALSE,TRUE,CR002004,,,,,,,,,,,,,lb,,,,,,,,,
cosmetic-flooring-install,Flooring Installation Service,"<p>Professional flooring installation using moisture-resistant materials perfect for Florida's climate. Includes subfloor preparation, installation, and finishing. Choose from laminate, luxury vinyl, or ceramic tile options.</p>",First Coast Home Remodeling,Business & Industrial > Construction > Building Materials & Supplies,Cosmetic Remodeling,"Flooring, Installation, Hands-On, Moisture-Resistant",TRUE,Material Type,Laminate,Room Size,Small (Under 200 sq ft),,,CR_FLOOR_LAM_SM,0,,999,continue,manual,1800,,FALSE,TRUE,CR003001,,,Professional flooring installation service,FALSE,Flooring Installation - Laminate Small Room | First Coast Home Remodeling,Expert flooring installation with moisture-resistant materials for coastal homes.,2895,unisex,adult,CR003001,new,TRUE,,lb,,,TRUE,1800,,TRUE,1800,,active
cosmetic-flooring-install,,,,,,,,,Laminate,,Medium (200-400 sq ft),,,CR_FLOOR_LAM_MD,0,,999,continue,manual,3200,,FALSE,TRUE,CR003002,,,,,,,,,,,,,lb,,,,,,,,,
cosmetic-flooring-install,,,,,,,,,Luxury Vinyl,,Small (Under 200 sq ft),,,CR_FLOOR_LVP_SM,0,,999,continue,manual,2100,,FALSE,TRUE,CR003003,,,,,,,,,,,,,lb,,,,,,,,,
